ZoneAlarm Logging Client v4.0.146.029
Windows 2000-5.0.2195-Service Pack 4-SP
type,date,time,source,destination,transport
FWIN,2003/10/04,16:26:46 +2:00 GMT,212.110.76.197:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,16:27:16 +2:00 GMT,212.111.173.100:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,16:29:44 +2:00 GMT,212.110.19.137:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,16:30:02 +2:00 GMT,212.107.59.39:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,16:30:12 +2:00 GMT,212.110.77.103:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,16:30:46 +2:00 GMT,212.111.138.223:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,16:34:02 +2:00 GMT,212.111.191.141:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,16:42:18 +2:00 GMT,212.107.205.146:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,16:45:30 +2:00 GMT,212.111.147.152:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,16:45:52 +2:00 GMT,212.111.146.251:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,16:45:58 +2:00 GMT,212.109.110.2:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,16:47:48 +2:00 GMT,212.111.146.229:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,16:49:14 +2:00 GMT,212.111.147.178:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,16:52:50 +2:00 GMT,212.109.53.154:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,16:58:42 +2:00 GMT,212.111.182.124:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,16:59:44 +2:00 GMT,212.107.56.14:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,17:02:50 +2:00 GMT,212.109.31.254:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,17:09:26 +2:00 GMT,212.108.130.37:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,17:09:52 +2:00 GMT,212.111.174.187:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,17:12:34 +2:00 GMT,212.111.173.115:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,17:14:04 +2:00 GMT,80.181.144.87:2291,192.168.31.2:27374,TCP (flags:S)
FWIN,2003/10/04,17:16:50 +2:00 GMT,212.107.59.155:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,17:18:58 +2:00 GMT,212.107.205.148:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,17:23:14 +2:00 GMT,212.110.65.92:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,17:24:18 +2:00 GMT,212.107.59.191:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,17:25:24 +2:00 GMT,212.106.2.211:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,17:28:26 +2:00 GMT,210.109.189.243:4942,192.168.31.2:1433,TCP (flags:S)
FWIN,2003/10/04,17:30:38 +2:00 GMT,212.107.48.125:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,17:39:26 +2:00 GMT,212.112.189.11:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,17:39:28 +2:00 GMT,212.180.1.14:1317,192.168.31.2:109,TCP (flags:S)
FWIN,2003/10/04,17:41:44 +2:00 GMT,212.107.59.228:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,17:43:48 +2:00 GMT,212.110.42.41:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,17:46:48 +2:00 GMT,212.111.173.255:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,17:47:20 +2:00 GMT,213.120.30.184:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,17:48:58 +2:00 GMT,212.109.31.9:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,17:50:50 +2:00 GMT,212.106.68.35:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,17:51:34 +2:00 GMT,212.106.68.215:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,17:52:30 +2:00 GMT,212.111.146.54:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,17:56:08 +2:00 GMT,212.107.51.63:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,17:56:08 +2:00 GMT,212.111.146.21:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,17:59:46 +2:00 GMT,192.168.21.1:138,192.168.31.2:138,UDP
FWIN,2003/10/04,18:02:48 +2:00 GMT,212.109.110.2:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,18:04:44 +2:00 GMT,212.111.168.224:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,18:06:32 +2:00 GMT,212.110.71.103:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,18:06:36 +2:00 GMT,212.111.146.6:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,18:13:50 +2:00 GMT,212.111.147.198:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,18:15:10 +2:00 GMT,212.111.146.251:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,18:18:12 +2:00 GMT,172.156.153.226:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,18:18:28 +2:00 GMT,212.109.29.179:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,18:27:46 +2:00 GMT,212.110.64.120:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,18:33:08 +2:00 GMT,212.109.29.83:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,18:35:18 +2:00 GMT,212.109.31.254:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,18:39:08 +2:00 GMT,212.111.168.83:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,18:49:02 +2:00 GMT,212.110.76.197:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,18:51:00 +2:00 GMT,212.107.205.146:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,18:51:12 +2:00 GMT,212.106.68.129:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,18:51:46 +2:00 GMT,212.109.29.203:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,19:02:10 +2:00 GMT,212.109.7.49:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,19:02:30 +2:00 GMT,212.107.59.39:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,19:03:38 +2:00 GMT,212.109.53.154:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,19:07:06 +2:00 GMT,212.109.31.9:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,19:19:14 +2:00 GMT,212.106.65.119:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,19:23:14 +2:00 GMT,212.112.189.11:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,19:24:20 +2:00 GMT,212.107.37.238:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,19:26:20 +2:00 GMT,212.109.29.30:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,19:27:24 +2:00 GMT,212.107.59.175:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,19:29:26 +2:00 GMT,212.106.68.215:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,19:40:34 +2:00 GMT,212.110.42.41:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,19:42:54 +2:00 GMT,212.109.110.2:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,19:43:46 +2:00 GMT,212.111.146.251:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,19:43:56 +2:00 GMT,212.108.130.37:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,19:53:40 +2:00 GMT,212.112.6.250:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,19:59:04 +2:00 GMT,212.111.182.2:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,20:00:00 +2:00 GMT,212.107.205.148:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,20:03:20 +2:00 GMT,212.111.147.10:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,20:03:32 +2:00 GMT,212.111.173.146:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,20:06:12 +2:00 GMT,212.111.147.50:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,20:10:16 +2:00 GMT,212.107.57.172:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,20:10:54 +2:00 GMT,212.107.59.191:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,20:11:04 +2:00 GMT,212.111.172.158:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,20:17:46 +2:00 GMT,212.109.31.254:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,20:25:02 +2:00 GMT,212.111.146.176:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,20:25:10 +2:00 GMT,212.109.31.9:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,20:27:26 +2:00 GMT,212.112.0.83:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,20:27:42 +2:00 GMT,212.107.59.39:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,20:28:58 +2:00 GMT,212.110.19.137:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,20:30:28 +2:00 GMT,212.109.7.49:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,20:30:38 +2:00 GMT,212.107.41.95:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,20:32:34 +2:00 GMT,212.106.68.71:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,20:42:26 +2:00 GMT,212.109.5.80:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,20:47:02 +2:00 GMT,212.109.29.41:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,20:51:20 +2:00 GMT,212.107.41.127:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,20:58:18 +2:00 GMT,212.111.174.115:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,21:00:22 +2:00 GMT,212.111.146.207:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,21:02:10 +2:00 GMT,212.109.53.154:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,21:03:30 +2:00 GMT,212.107.205.146:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,21:03:38 +2:00 GMT,212.112.189.11:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,21:08:08 +2:00 GMT,212.107.59.155:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,21:11:54 +2:00 GMT,212.111.146.251:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,21:19:14 +2:00 GMT,212.111.182.2:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,21:19:38 +2:00 GMT,212.107.205.148:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,21:22:00 +2:00 GMT,212.107.57.132:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,21:31:44 +2:00 GMT,212.106.68.35:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,21:40:26 +2:00 GMT,212.111.172.239:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,21:51:10 +2:00 GMT,212.111.147.86:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,21:59:20 +2:00 GMT,212.109.31.254:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,22:06:52 +2:00 GMT,212.107.59.233:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,22:21:12 +2:00 GMT,212.108.130.37:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,22:22:48 +2:00 GMT,212.111.169.55:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,22:25:16 +2:00 GMT,212.110.19.137:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,22:31:28 +2:00 GMT,212.111.191.77:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,22:34:58 +2:00 GMT,212.112.0.83:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,22:38:58 +2:00 GMT,212.111.138.25:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,22:41:52 +2:00 GMT,212.107.205.148:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,22:44:24 +2:00 GMT,212.112.189.11:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,22:45:12 +2:00 GMT,212.111.146.1:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,22:46:40 +2:00 GMT,212.109.110.2:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,22:49:26 +2:00 GMT,212.107.56.14:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,22:55:52 +2:00 GMT,212.107.59.191:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,22:56:58 +2:00 GMT,212.111.147.208:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,22:59:48 +2:00 GMT,212.109.53.154:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,23:07:20 +2:00 GMT,212.107.59.39:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,23:12:24 +2:00 GMT,212.106.65.119:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,23:17:00 +2:00 GMT,212.111.147.86:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,23:17:44 +2:00 GMT,212.109.31.9:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,23:21:44 +2:00 GMT,212.107.59.130:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,23:23:02 +2:00 GMT,212.111.52.58:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,23:28:28 +2:00 GMT,212.109.7.49:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,23:33:50 +2:00 GMT,212.110.76.197:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,23:37:34 +2:00 GMT,212.111.173.119:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,23:41:42 +2:00 GMT,212.109.31.254:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,23:48:48 +2:00 GMT,212.108.130.37:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,23:50:30 +2:00 GMT,212.106.68.184:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,23:50:34 +2:00 GMT,4.38.108.27:3898,192.168.31.2:1080,TCP (flags:S)
FWIN,2003/10/04,23:52:34 +2:00 GMT,212.107.41.186:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,23:55:52 +2:00 GMT,212.111.172.243:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/04,23:56:32 +2:00 GMT,212.111.147.206:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,00:01:50 +2:00 GMT,212.112.6.250:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,00:08:20 +2:00 GMT,212.111.191.140:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,00:08:28 +2:00 GMT,212.111.173.145:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,00:09:24 +2:00 GMT,212.111.146.189:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,00:17:42 +2:00 GMT,212.107.56.14:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,00:22:40 +2:00 GMT,212.109.7.49:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,00:27:38 +2:00 GMT,212.111.146.251:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,00:27:50 +2:00 GMT,212.109.110.2:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,00:29:02 +2:00 GMT,212.111.146.136:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,00:30:54 +2:00 GMT,212.107.59.39:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,00:33:00 +2:00 GMT,212.110.66.226:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,00:35:16 +2:00 GMT,212.109.5.19:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,00:40:18 +2:00 GMT,212.111.173.219:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,00:42:00 +2:00 GMT,212.111.147.236:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,00:47:32 +2:00 GMT,212.109.31.9:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,00:49:22 +2:00 GMT,212.110.64.117:0,192.168.31.2:0,ICMP (type:8/subtype:0)
